TransactionID,CustomerID,TransactionType,TransactionAmount,TransactionDate,TransactionTime,IP_Location,Device,OldBalance,NewBalance,SenderAccount,ReceiverAccount,SenderLocation,ReceiverLocation,SenderBank,ReceiverBank,isFraud
T000093,C7265,Deposit,1601.18,2025-01-19,17:05:19,91.39.186.36,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.0),16082.98,15891.66,AC234047,AC455322,East Matthewland,East Brandi,Bank C,Bank B,1
T000094,C7233,Deposit,9857.86,2025-05-09,22:22:47,158.223.50.31,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_8; rv:1.9.2.20) Gecko/5168-03-29 23:12:12 Firefox/3.6.7,18832.89,13538.04,AC242666,AC669098,Torresburgh,Ryanberg,Bank B,Bank A,1
T000095,C1105,Deposit,8608.72,2024-10-12,15:24:20,68.175.43.120,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.1),19154.83,11298.27,AC455514,AC492155,Reidfurt,Williamport,Bank A,Bank D,1
T000096,C7927,Deposit,464.71,2024-12-02,15:19:27,215.81.130.149,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) FxiOS/13.5m3084.0 Mobile/04H313 Safari/531.0",17807.96,17354.67,AC264360,AC790383,Williamtown,North Ronniefort,Bank A,Bank B,1
T000097,C5013,Deposit,2555.0,2025-07-04,08:58:52,87.161.115.242,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/21.0.802.0 Safari/535.2",19543.53,18580.89,AC328412,AC155024,Montoyastad,Lauramouth,Bank D,Bank E,1
T000098,C7017,Withdrawal,3433.53,2025-04-23,04:23:28,95.124.90.40,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),12226.9,11859.51,AC795022,AC916657,South Garyside,New Amyville,Bank B,Bank D,1
T000099,C4741,Payment,7371.0,2025-04-09,22:20:48,105.177.246.233,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/531.45.4 (KHTML, like Gecko) Version/5.0.2 Safari/531.45.4",15483.85,12343.18,AC349326,AC955881,South Kevinmouth,Combsville,Bank D,Bank E,1
T000100,C4454,Transfer,2896.84,2024-10-21,05:54:30,97.240.52.89,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; as-IN) AppleWebKit/531.21.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6531.21.3",6128.82,3979.25,AC904934,AC319440,Jasonmouth,Lake Deborahtown,Bank C,Bank A,1
T000101,C5427,Deposit,1878.73,2025-06-16,01:16:20,190.41.188.190,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_4 rv:6.0; th-TH) AppleWebKit/531.26.4 (KHTML, like Gecko) Version/4.0.4 Safari/531.26.4",4054.58,2642.81,AC930380,AC902179,West Kristineview,East Dianeview,Bank D,Bank A,1
T000102,C1607,Withdrawal,61.72,2025-03-22,09:52:46,12.179.254.5,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_9 rv:5.0; gl-ES) AppleWebKit/531.28.4 (KHTML, like Gecko) Version/4.1 Safari/531.28.4",17735.52,17676.47,AC878400,AC265218,West Joshua,South Julia,Bank D,Bank B,1
T000103,C9150,Transfer,3455.56,2024-12-30,12:33:26,185.34.73.174,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/58.0.870.0 Safari/536.2",6703.54,3834.26,AC842296,AC576541,Lake Stephenchester,Shawnberg,Bank A,Bank C,1
T000104,C7357,Payment,7428.22,2025-01-08,15:22:12,131.19.4.143,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/5.1),16654.9,15229.55,AC990368,AC415801,Jeffreyborough,Sherryside,Bank D,Bank D,1
T000105,C8071,Payment,5726.04,2025-04-20,01:01:01,176.104.152.254,Mozilla/5.0 (Windows NT 6.2; ig-NG; rv:1.9.0.20) Gecko/9376-01-03 07:03:09 Firefox/3.8,12249.4,7914.79,AC992585,AC590826,North Andrea,Riosberg,Bank E,Bank D,1
T000106,C1590,Transfer,3742.41,2024-11-02,09:05:37,132.52.119.146,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.1; Trident/3.0),7018.72,3729.08,AC329528,AC574279,Lake Karina,West Carlosfort,Bank E,Bank B,1
T000107,C8759,Withdrawal,1760.53,2025-08-26,22:51:17,83.230.98.113,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/17.0b5086.0 Mobile/67W968 Safari/534.2",6902.39,6355.86,AC596915,AC258287,Scottmouth,Villanuevaland,Bank A,Bank E,1
T000108,C2903,Withdrawal,2021.81,2025-08-11,10:36:09,141.189.131.21,Opera/8.78.(Windows NT 6.0; ts-ZA) Presto/2.9.172 Version/12.00,3663.61,3503.29,AC576756,AC713734,Lorimouth,Mindychester,Bank C,Bank B,1
T000109,C4991,Deposit,6300.73,2024-09-16,04:04:13,129.210.11.137,"Mozilla/5.0 (Windows; U; Windows NT 6.0) AppleWebKit/535.37.1 (KHTML, like Gecko) Version/4.0.4 Safari/535.37.1",17542.55,14483.67,AC939728,AC304231,Port Kimberlyberg,West Kevinshire,Bank A,Bank E,1
T000110,C7180,Payment,4346.98,2025-04-20,03:18:56,27.198.97.166,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; ka-GE) AppleWebKit/535.42.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6535.42.1",4352.42,119.82,AC594180,AC631572,Port Robert,Kimberlychester,Bank E,Bank E,1
T000111,C4083,Withdrawal,122.05,2025-04-16,00:06:14,70.50.55.98,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_1 rv:2.0; cy-GB) AppleWebKit/531.8.4 (KHTML, like Gecko) Version/5.0 Safari/531.8.4",860.95,799.71,AC491323,AC700001,Lake David,Lake Timothyport,Bank B,Bank B,1
T000112,C6269,Withdrawal,8796.53,2025-06-21,10:32:48,206.155.65.130,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.0; Trident/4.1),1067.17,1043.55,AC104313,AC871099,Dustinchester,North Andreatown,Bank D,Bank A,1
T000113,C3452,Deposit,7523.67,2025-06-04,21:16:15,181.188.212.66,"Mozilla/5.0 (Windows NT 11.0) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/53.0.824.0 Safari/532.0",9067.21,6399.49,AC214259,AC888152,South Jenniferland,Tammychester,Bank C,Bank B,1
T000114,C6189,Withdrawal,1267.94,2024-10-19,06:17:24,125.77.238.140,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/5.0),7184.23,6770.29,AC243157,AC531972,Dillonton,Samuelchester,Bank E,Bank A,1
T000115,C8344,Payment,8018.88,2025-08-21,19:44:08,209.15.45.143,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_4_1 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/13.7q6012.0 Mobile/98V138 Safari/536.1",236.63,-3103.47,AC583911,AC883170,East Robertoshire,Jasmineport,Bank E,Bank D,1
T000116,C8613,Transfer,6088.27,2024-12-20,06:24:55,43.237.53.133,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/3.0),11167.96,9366.38,AC420643,AC267646,Dawnchester,Sarahfurt,Bank E,Bank E,1
T000117,C9708,Payment,1802.24,2025-07-29,15:38:17,167.143.243.164,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 11.0; Trident/5.1),9735.26,8260.54,AC280857,AC350450,Joeburgh,South Tyler,Bank B,Bank D,1
T000118,C1611,Transfer,2777.49,2025-01-27,17:42:35,94.245.250.241,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/17.1u9296.0 Mobile/74A616 Safari/535.2",15000.42,13176.14,AC683386,AC996593,New Cherylland,West Raymouth,Bank C,Bank A,1
T000119,C3976,Deposit,5373.27,2025-01-07,03:10:09,20.117.64.189,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.1),1894.43,1216.06,AC898220,AC156425,West Victormouth,Lake Angela,Bank A,Bank E,1
T000120,C8347,Payment,9756.76,2025-08-10,15:36:24,113.91.206.131,Opera/8.52.(Windows NT 5.1; km-KH) Presto/2.9.165 Version/10.00,15434.58,6126.91,AC900920,AC480387,Lake Timothytown,Rickystad,Bank D,Bank A,1
T000121,C2422,Withdrawal,5576.14,2025-06-23,11:11:42,116.239.226.206,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_7 rv:5.0; sat-IN) AppleWebKit/535.22.1 (KHTML, like Gecko) Version/5.0.4 Safari/535.22.1",13889.41,10462.23,AC886444,AC335678,Andrewsfurt,East Christianland,Bank E,Bank E,1
T000122,C9199,Transfer,4232.87,2024-09-10,17:28:26,200.82.53.216,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/4.1),14523.47,13858.97,AC274426,AC259349,Barnetttown,Espinozahaven,Bank B,Bank B,1
T000123,C7939,Transfer,840.17,2024-11-01,15:09:26,50.91.204.228,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9 rv:6.0; an-ES) AppleWebKit/533.29.3 (KHTML, like Gecko) Version/4.0.1 Safari/533.29.3",7066.21,6471.32,AC422879,AC192953,New Joshuaville,New Jenniferview,Bank C,Bank B,1
T000124,C8639,Payment,3179.04,2025-06-14,05:04:22,143.100.205.58,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/41.0.842.0 Safari/532.1",13767.83,11664.68,AC123297,AC646509,Wyattland,Rebeccabury,Bank E,Bank D,1
T000125,C5411,Withdrawal,1168.98,2024-12-05,23:06:32,4.172.12.6,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/533.10.6 (KHTML, like Gecko) Version/4.0 Safari/533.10.6",6353.92,5240.67,AC323018,AC180878,Deanfurt,Port George,Bank D,Bank C,1
T000126,C5311,Transfer,9275.41,2025-05-26,07:11:50,21.115.5.79,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) CriOS/48.0.894.0 Mobile/07W756 Safari/535.1",2623.8,-6141.95,AC729716,AC645362,Port Jamesside,South Janeside,Bank C,Bank C,1
T000127,C1177,Deposit,9138.21,2024-09-05,09:54:57,162.185.51.142,Opera/9.17.(X11; Linux i686; hsb-DE) Presto/2.9.162 Version/10.00,18297.65,16741.63,AC659998,AC184051,Mariaville,Knoxton,Bank D,Bank A,1
T000128,C8085,Deposit,9625.82,2025-08-10,15:28:32,6.246.58.226,Mozilla/5.0 (Android 2.0.1; Mobile; rv:19.0) Gecko/19.0 Firefox/19.0,870.3,-5544.87,AC790377,AC227836,Thomasmouth,Scottmouth,Bank B,Bank A,1
T000129,C3186,Transfer,1651.33,2025-08-02,03:00:32,188.69.69.114,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/26.0.850.0 Mobile/81V226 Safari/531.2",4070.18,2603.31,AC342210,AC209649,North Angela,Keithtown,Bank D,Bank B,1
T000130,C6037,Transfer,9399.06,2025-01-30,10:58:25,130.47.48.66,Opera/8.54.(X11; Linux x86_64; ckb-IQ) Presto/2.9.178 Version/11.00,13309.88,12325.6,AC437330,AC441261,Aprilville,North Tylertown,Bank E,Bank B,1
T000131,C2272,Payment,7033.22,2025-04-26,15:41:49,112.204.60.217,Mozilla/5.0 (Windows NT 6.2; pa-PK; rv:1.9.1.20) Gecko/6444-01-24 19:12:32 Firefox/8.0,1984.67,-3051.26,AC276190,AC755986,Lake Marthaside,Stephenton,Bank D,Bank E,1
T000132,C3710,Deposit,5917.98,2025-06-09,01:26:48,101.108.106.174,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 10.0; Trident/5.1),12782.43,9250.87,AC402757,AC534789,Markshaven,East Sylviahaven,Bank D,Bank A,1
T000133,C2235,Payment,801.17,2024-11-23,00:40:33,80.120.100.228,"Mozilla/5.0 (Linux; Android 3.2.4) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/14.0.873.0 Safari/535.2",3866.32,3682.69,AC420215,AC548743,New Drew,Nortonborough,Bank B,Bank D,1
T000134,C1610,Payment,9818.62,2024-09-28,14:59:19,51.204.119.109,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/5.0),15529.77,11375.43,AC561138,AC934659,East Andrea,East Sabrina,Bank D,Bank B,1
T000135,C5897,Payment,2888.93,2025-02-04,11:38:27,158.65.175.247,Opera/9.63.(Windows NT 6.1; ps-AF) Presto/2.9.180 Version/11.00,15649.83,14596.48,AC223698,AC683246,Lake Moniqueland,Hollowaymouth,Bank A,Bank A,1
T000136,C6808,Transfer,3169.12,2025-02-03,02:30:54,50.41.184.80,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/5.0),3699.23,2901.78,AC725066,AC241949,New Richardside,East Elizabethside,Bank B,Bank C,1
T000137,C1296,Deposit,252.58,2025-03-29,06:46:10,76.186.68.158,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/12.8p0079.0 Mobile/37R471 Safari/535.2",13282.6,13241.24,AC786115,AC243393,Johnsonchester,Rodriguezchester,Bank E,Bank A,1
T000138,C4807,Payment,1939.64,2025-03-12,08:04:41,214.205.22.89,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_8 rv:3.0; ln-CD) AppleWebKit/533.31.6 (KHTML, like Gecko) Version/4.1 Safari/533.31.6",3774.68,3305.21,AC741047,AC101506,Prattchester,North Matthewland,Bank C,Bank B,1
T000139,C2877,Deposit,2525.73,2025-07-03,19:53:02,49.85.63.190,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/46.0.846.0 Safari/532.1",18656.8,18023.26,AC461656,AC906292,Shanefurt,Lake Andrewtown,Bank E,Bank D,1
T000140,C5431,Deposit,5325.74,2025-05-10,05:09:50,152.227.162.203,"Mozilla/5.0 (iPhone; CPU iPhone OS 1_1_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/45.0.872.0 Mobile/62O322 Safari/532.2",11543.65,8733.57,AC504475,AC476436,Port Tara,Ballville,Bank E,Bank D,1
T000141,C3371,Payment,6424.92,2025-03-09,22:54:43,219.5.163.86,Opera/8.30.(Windows NT 6.2; ik-CA) Presto/2.9.160 Version/12.00,11308.6,10032.27,AC635019,AC194300,Christinaburgh,Adamsberg,Bank B,Bank A,1
T000142,C5896,Withdrawal,7022.22,2025-06-23,06:22:00,145.63.68.26,Opera/8.59.(X11; Linux i686; bo-CN) Presto/2.9.186 Version/11.00,10484.36,8523.27,AC968400,AC794288,East Jamie,Port Curtisport,Bank C,Bank C,1
T000143,C8046,Payment,6902.59,2025-06-12,14:10:51,136.63.169.86,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/3.1),11771.92,7654.26,AC300027,AC816807,Sarahmouth,Markville,Bank D,Bank D,1
T000144,C1941,Payment,811.33,2025-06-11,00:45:11,118.20.227.2,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_9_6 rv:6.0; ku-TR) AppleWebKit/535.21.5 (KHTML, like Gecko) Version/5.1 Safari/535.21.5",2032.89,1486.59,AC650392,AC857571,Hardyburgh,Brandonfort,Bank C,Bank A,1
T000145,C6168,Payment,2292.59,2025-07-10,19:14:22,133.199.60.43,"Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) FxiOS/17.0q0289.0 Mobile/68Y163 Safari/536.1",10104.63,9774.03,AC551483,AC643245,New Adrianmouth,Nelsonton,Bank E,Bank D,1
T000146,C8585,Transfer,871.58,2025-06-03,07:25:26,70.252.219.202,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.4.7 (KHTML, like Gecko) Version/4.0.2 Safari/534.4.7",5452.27,5080.91,AC360354,AC855121,Harrisland,Heatherhaven,Bank D,Bank A,1
T000147,C7380,Payment,8576.19,2024-10-24,06:46:55,117.145.32.226,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/17.0.838.0 Safari/535.2",18578.86,13295.33,AC570699,AC790870,West Nathanmouth,Parkerhaven,Bank B,Bank B,1
T000148,C9312,Deposit,9748.74,2025-08-02,03:48:16,216.244.64.5,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_0 rv:4.0; sd-PK) AppleWebKit/531.28.1 (KHTML, like Gecko) Version/4.0.5 Safari/531.28.1",14900.86,5857.5,AC146340,AC701269,East Anthony,East Michaelfurt,Bank C,Bank B,1
T000149,C8172,Withdrawal,9799.9,2025-03-29,11:30:58,153.70.173.209,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),8772.28,7531.27,AC940185,AC632825,South Ianton,Stanleyhaven,Bank D,Bank A,1
T000150,C2015,Deposit,1073.59,2024-09-25,20:51:33,175.1.155.173,Opera/8.11.(X11; Linux x86_64; yue-HK) Presto/2.9.186 Version/11.00,4533.78,3634.73,AC673747,AC833343,Pamelamouth,Lake Adam,Bank B,Bank E,1
T000151,C8734,Withdrawal,7088.9,2025-04-04,13:37:50,68.75.82.8,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/4.1),13795.51,11216.47,AC590877,AC281795,South James,Franciscoborough,Bank A,Bank B,1
T000152,C6824,Payment,8612.51,2025-01-16,02:49:48,73.182.248.25,Mozilla/5.0 (Android 1.0; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,7153.31,6559.44,AC826954,AC389973,Bethfurt,Sharonfurt,Bank E,Bank B,1
T000153,C3060,Transfer,9296.55,2024-12-04,16:30:49,122.189.22.58,Mozilla/5.0 (Android 3.2.1; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0,15767.39,7341.62,AC446219,AC399330,Roberttown,Lawrencechester,Bank E,Bank A,1
T000154,C1569,Deposit,5238.99,2024-11-04,06:15:37,64.246.112.49,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_4; rv:1.9.2.20) Gecko/8009-01-12 05:06:58 Firefox/3.8,2263.27,1180.73,AC628470,AC878452,Lake Jameschester,Angelachester,Bank E,Bank E,1
T000155,C5356,Deposit,2733.53,2025-04-16,01:55:15,86.55.251.44,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/4.0),8986.79,7130.19,AC785475,AC409838,South Ericshire,West Jeffreyborough,Bank A,Bank A,1
T000156,C4453,Withdrawal,3705.1,2024-08-28,16:47:13,13.123.142.123,Mozilla/5.0 (Windows NT 6.2; gu-IN; rv:1.9.0.20) Gecko/6099-05-29 12:14:51 Firefox/3.8,14810.98,11643.33,AC853717,AC217381,Port Gregoryport,Patriciaberg,Bank E,Bank A,1
T000157,C9889,Deposit,5906.07,2025-04-18,18:03:21,173.134.211.176,Opera/9.96.(X11; Linux i686; an-ES) Presto/2.9.186 Version/12.00,7814.77,6224.99,AC931203,AC779645,Port Richardton,Jacobberg,Bank A,Bank D,1
T000158,C9443,Deposit,93.53,2025-06-03,03:23:12,69.195.219.114,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/24.0.894.0 Safari/531.1",13230.48,13194.48,AC167425,AC542508,Wellsburgh,Port Andreshire,Bank B,Bank B,1
T000159,C2993,Withdrawal,2475.97,2025-06-12,02:24:42,134.110.48.227,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_8 rv:4.0; zu-ZA) AppleWebKit/534.39.2 (KHTML, like Gecko) Version/4.0.2 Safari/534.39.2",12470.71,11150.07,AC778397,AC904182,Robertside,Victorberg,Bank E,Bank A,1
T000160,C2601,Payment,8508.17,2025-06-13,21:34:21,200.9.99.106,Opera/9.31.(Windows NT 5.01; ug-CN) Presto/2.9.167 Version/10.00,10806.6,4778.9,AC954118,AC512124,East Chadfurt,Geraldmouth,Bank C,Bank A,1
T000161,C4163,Deposit,4429.83,2025-03-10,22:47:36,212.221.210.13,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1),17524.87,15896.51,AC290912,AC237659,Juanville,New Matthewside,Bank D,Bank A,1
T000162,C5450,Deposit,179.8,2025-04-08,21:23:47,219.100.180.244,Opera/8.28.(Windows 98; lzh-TW) Presto/2.9.180 Version/10.00,16080.07,16052.59,AC691043,AC205088,Sharonview,North Taylorport,Bank A,Bank C,1
T000163,C8211,Payment,7961.6,2025-03-21,15:58:10,92.180.119.51,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/31.0.848.0 Safari/532.2",9594.96,7376.49,AC561574,AC991829,Karenborough,East Donaldfurt,Bank E,Bank D,1
T000164,C7942,Transfer,4789.34,2025-03-18,20:22:30,54.5.68.25,Opera/8.24.(Windows NT 4.0; br-FR) Presto/2.9.164 Version/10.00,9788.79,9553.2,AC876934,AC988811,Richardshire,Lake Kennethshire,Bank D,Bank B,1
T000165,C6246,Payment,1575.46,2025-04-21,05:05:58,78.91.81.226,"Mozilla/5.0 (Linux; Android 11) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/23.0.826.0 Safari/531.0",6329.11,5552.05,AC959183,AC844881,West Randyborough,Lewisberg,Bank C,Bank B,1
T000166,C7277,Transfer,1233.81,2025-01-08,10:01:11,191.123.157.60,Mozilla/5.0 (Windows NT 5.1; or-IN; rv:1.9.0.20) Gecko/6029-09-20 07:18:12 Firefox/3.6.7,2315.19,1565.39,AC487210,AC898408,Lake Crystalstad,Williamsland,Bank D,Bank B,1
T000167,C2363,Deposit,99.52,2025-08-16,05:47:59,125.211.145.91,Opera/9.38.(Windows CE; lb-LU) Presto/2.9.168 Version/12.00,2100.54,2012.46,AC232722,AC431664,Sharonville,Websterborough,Bank E,Bank D,1
T000168,C8280,Deposit,5943.54,2025-08-12,08:57:30,143.55.33.32,"Mozilla/5.0 (Linux; Android 4.3.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/23.0.877.0 Safari/535.0",14197.56,12847.47,AC174961,AC811199,Fullerfort,Tylershire,Bank C,Bank E,1
T000169,C1202,Withdrawal,4602.17,2024-11-08,16:31:47,102.129.149.127,"Mozilla/5.0 (iPad; CPU iPad OS 3_2_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/10.2d2551.0 Mobile/77A716 Safari/534.1",952.58,-641.52,AC479825,AC462680,Sheilafort,Lake Lauren,Bank C,Bank E,1
T000170,C3798,Payment,1591.45,2025-05-17,20:31:23,191.54.93.144,Opera/9.45.(X11; Linux i686; sl-SI) Presto/2.9.163 Version/10.00,3784.53,2223.66,AC208884,AC988628,New Juliestad,West Kenneth,Bank D,Bank C,1
T000171,C4413,Deposit,7421.01,2024-11-19,14:57:29,28.159.145.203,"Mozilla/5.0 (Linux; Android 7.1.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/34.0.893.0 Safari/531.2",4949.76,4588.8,AC204655,AC525457,Bruceberg,Mcmahonburgh,Bank E,Bank E,1
T000172,C3168,Payment,4414.25,2025-06-12,11:37:37,82.225.5.246,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/4040-06-26 16:57:28 Firefox/3.8,12011.61,9620.32,AC648015,AC338115,Wayneshire,Lake Julieshire,Bank B,Bank B,1
T000173,C8806,Transfer,7326.59,2024-12-09,06:52:28,25.91.13.161,"Mozilla/5.0 (iPad; CPU iPad OS 16_7_6 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) CriOS/55.0.810.0 Mobile/98T293 Safari/535.0",16810.08,16364.28,AC349645,AC178472,Jessicamouth,Catherineview,Bank D,Bank A,1
T000174,C9679,Transfer,3344.5,2024-12-30,04:15:17,116.40.196.153,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/3.1),14299.87,13965.95,AC267134,AC302741,Jacksonview,Portermouth,Bank C,Bank B,1
T000175,C6041,Deposit,3905.96,2024-11-25,15:09:09,70.136.187.97,"Mozilla/5.0 (iPad; CPU iPad OS 2_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/62.0.899.0 Mobile/45T395 Safari/533.0",7770.97,4794.86,AC903737,AC927448,Aliciachester,Port Daniel,Bank B,Bank C,1
T000176,C2174,Payment,5466.79,2025-03-12,20:53:07,130.51.37.227,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/17.0.824.0 Safari/535.1",1785.59,-678.76,AC346880,AC448441,Kirkmouth,North Dana,Bank E,Bank C,1
T000177,C9186,Deposit,1772.58,2025-02-14,11:43:05,55.194.131.135,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_6; rv:1.9.5.20) Gecko/3671-03-10 04:32:56 Firefox/3.6.7,2330.19,1833.78,AC333736,AC438889,Brandonchester,Lake Destinyside,Bank E,Bank C,1
T000178,C1380,Payment,1373.27,2025-03-08,21:48:05,202.157.239.250,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8028-11-29 12:33:37 Firefox/3.8,3383.6,2272.72,AC119286,AC738675,New Robin,Port Raymond,Bank A,Bank D,1
T000179,C6926,Withdrawal,5414.65,2025-04-01,03:32:52,185.125.120.227,Mozilla/5.0 (Android 5.0.1; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,244.6,-45.04,AC922848,AC807464,Delacruzhaven,South Isaiahtown,Bank E,Bank D,1
T000180,C3599,Payment,3407.78,2025-03-15,05:54:45,57.67.170.25,Opera/8.37.(X11; Linux x86_64; az-AZ) Presto/2.9.181 Version/11.00,12292.97,12274.65,AC961512,AC949557,New Feliciabury,Novakborough,Bank A,Bank E,1
T000181,C7280,Transfer,7815.49,2025-02-13,03:36:48,79.39.65.39,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_12_2) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/31.0.895.0 Safari/533.1",7880.43,6303.84,AC472228,AC993493,North Connieville,North Jamesburgh,Bank A,Bank A,1
T000182,C1948,Payment,7762.08,2024-12-23,23:48:01,145.85.29.111,"Mozilla/5.0 (Linux; Android 3.2.2) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/51.0.891.0 Safari/531.2",3800.78,-1014.43,AC463673,AC224166,West Jimmy,Anitaport,Bank D,Bank E,1
T000183,C3267,Deposit,2086.92,2025-08-05,05:47:36,32.109.75.58,Opera/9.52.(X11; Linux i686; gd-GB) Presto/2.9.180 Version/12.00,15537.87,14920.08,AC900363,AC720231,North Bryanmouth,North Elizabethfort,Bank D,Bank D,1
T000184,C8955,Payment,4027.52,2025-07-22,12:47:16,115.240.230.114,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/5.0),4139.21,2116.97,AC471331,AC383982,East Maria,West Jane,Bank C,Bank C,1
T000185,C4911,Withdrawal,8361.69,2024-11-22,10:52:31,111.239.214.22,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1),12295.69,10811.13,AC552326,AC419875,Darlenechester,Moorebury,Bank D,Bank C,1
